Device;Device serial;ID;Date/Time;Value;Unit;Mode;Value2;Unit2;Mode2;Measurement;Calibration;Additional;Sensor;Sensor serial;User
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:08;7,42;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:13;7,44;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:18;7,45;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:23;7,48;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:28;7,51;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:33;7,52;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:38;7,54;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:43;7,56;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:48;7,58;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:53;7,60;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:58;7,62;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:03;7,62;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:08;7,64;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:13;7,66;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:18;7,68;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:23;7,69;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:28;7,71;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:33;7,73;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:38;7,75;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:43;7,76;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:48;7,80;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:53;7,81;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:36:58;7,81;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:03;7,82;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:08;7,85;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:13;7,86;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:18;7,88;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:23;7,89;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:28;7,90;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:33;7,91;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:38;7,94;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:43;7,95;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:48;7,96;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:53;7,97;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:37:58;7,99;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:03;8,00;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:08;8,02;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:13;8,03;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:18;8,05;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:23;8,05;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:28;8,07;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:33;8,09;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:38;8,11;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:43;8,12;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:48;8,13;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:53;8,14;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:38:58;8,14;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:03;8,16;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:08;8,19;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:13;8,19;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:18;8,20;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:23;8,22;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:28;8,22;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:33;8,23;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:38;8,25;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:43;8,26;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:48;8,25;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:53;8,27;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:39:58;8,28;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:03;8,30;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:08;8,31;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:13;8,31;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:18;8,33;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:23;8,33;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:28;8,34;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:33;8,34;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:38;8,37;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:43;8,39;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:48;8,39;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:53;8,41;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:40:58;8,41;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:03;8,43;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:08;8,43;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:13;8,44;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:18;8,44;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:23;8,45;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:28;8,47;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:33;8,47;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:38;8,48;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:43;8,49;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:48;8,49;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:53;8,51;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:41:58;8,52;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:03;8,53;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:08;8,53;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:13;8,54;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:18;8,54;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:23;8,57;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:28;8,58;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:33;8,57;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:38;8,58;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:43;8,59;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:48;8,60;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:53;8,61;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:42:58;8,61;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:03;8,62;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:08;8,62;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:13;8,62;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:18;8,64;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:23;8,65;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:28;8,65;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:33;8,65;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:38;8,67;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:43;8,68;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:48;8,68;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:53;8,69;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:43:58;8,69;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:03;8,69;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:08;8,71;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:13;8,72;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:18;8,72;mg/l;Ox;20,3;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:23;8,73;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:28;8,73;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:33;8,74;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:38;8,75;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:43;8,74;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:48;8,74;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:53;8,75;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:44:58;8,77;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:45:03;8,77;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:45:08;8,78;mg/l;Ox;20,3;°C;Temp;AR;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
