Device;Device serial;ID;Date/Time;Value;Unit;Mode;Value2;Unit2;Mode2;Measurement;Calibration;Additional;Sensor;Sensor serial;User
inoLab Multi 9430; 14490252;3;13.10.2020 08:27:43;4,12;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:27:48;4,19;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:27:53;4,25;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:27:58;4,31;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:03;4,36;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:08;4,42;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:13;4,48;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:18;4,53;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:23;4,57;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:28;4,63;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:33;4,68;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:38;4,74;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:43;4,80;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:48;4,84;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:53;4,89;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:28:58;4,94;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:03;4,99;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:08;5,05;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:13;5,09;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:18;5,13;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:23;5,18;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:28;5,23;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:33;5,28;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:38;5,33;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:43;5,37;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:48;5,42;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:53;5,46;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:29:58;5,50;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:03;5,54;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:08;5,59;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:13;5,63;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:18;5,68;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:23;5,71;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:28;5,76;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:33;5,79;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:38;5,84;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:43;5,88;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:48;5,92;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:53;5,97;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:30:58;5,99;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:03;6,02;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:08;6,06;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:13;6,10;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:18;6,14;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:23;6,17;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:28;6,21;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:33;6,24;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:38;6,27;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:43;6,31;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:48;6,34;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:53;6,37;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:31:58;6,41;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:03;6,44;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:08;6,47;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:13;6,50;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:18;6,53;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:23;6,57;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:28;6,61;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:33;6,64;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:38;6,67;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:43;6,69;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:48;6,71;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:53;6,75;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:32:58;6,77;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:03;6,80;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:08;6,84;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:13;6,86;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:18;6,88;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:23;6,91;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:28;6,94;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:33;6,97;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:38;6,99;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:43;7,04;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:48;7,06;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:53;7,07;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:33:58;7,09;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:03;7,11;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:08;7,15;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:13;7,18;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:18;7,20;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:23;7,22;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:28;7,23;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:33;7,26;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:38;7,28;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:43;7,31;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:48;7,33;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:53;7,35;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:34:58;7,38;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
inoLab Multi 9430; 14490252;3;13.10.2020 08:35:03;7,39;mg/l;Ox;20,2;°C;Temp;;+++;SC-FDO 925   14450243   t90 = 30 s;FDO 925; 14480154;
